epoch,train_loss,train_acc,val_loss,val_acc,loss_diff,acc_diff,learning_rate
30,0.939453,0.852513,0.956545,0.823692,0.017092,0.028821,0.00083083
31,0.960013,0.843811,0.916974,0.839352,-0.043038,0.004459,0.00081889
32,0.952266,0.847233,0.910204,0.841899,-0.042062,0.005334,0.00080665
33,0.946318,0.849926,0.898877,0.845986,-0.047441,0.003940,0.00079410
34,0.939989,0.852297,0.895377,0.847687,-0.044612,0.004610,0.00078126
35,0.934242,0.854607,0.901774,0.845508,-0.032467,0.009099,0.00076815
36,0.927062,0.857437,0.893025,0.849639,-0.034038,0.007799,0.00075477
37,0.926475,0.857725,0.882503,0.854210,-0.043972,0.003515,0.00074114
38,0.919763,0.860688,0.878300,0.855392,-0.041463,0.005296,0.00072727
39,0.915124,0.862467,0.878477,0.855542,-0.036647,0.006925,0.00071318
40,0.912553,0.863452,0.883733,0.855145,-0.028820,0.008308,0.00069888
41,0.906783,0.866762,0.875059,0.856706,-0.031723,0.010056,0.00068438
42,0.901534,0.868386,0.870750,0.859062,-0.030784,0.009324,0.00066970
43,0.896469,0.870456,0.866061,0.860985,-0.030408,0.009471,0.00065485
44,0.892907,0.871501,0.863944,0.862176,-0.028962,0.009324,0.00063986
45,0.887437,0.873985,0.863012,0.861211,-0.024425,0.012774,0.00062472
46,0.882854,0.875948,0.865979,0.859682,-0.016874,0.016265,0.00060946
47,0.881737,0.876920,0.852626,0.866598,-0.029111,0.010323,0.00059410
48,0.875593,0.879005,0.857421,0.864720,-0.018172,0.014285,0.00057864
49,0.870166,0.881855,0.853259,0.865068,-0.016907,0.016786,0.00056310
50,0.867324,0.882732,0.839588,0.871328,-0.027735,0.011404,0.00054751
51,0.862482,0.884621,0.844229,0.870678,-0.018253,0.013943,0.00053186
52,0.859734,0.885706,0.840847,0.871567,-0.018887,0.014139,0.00051619
53,0.854892,0.887875,0.836035,0.874685,-0.018857,0.013189,0.00050050
54,0.849339,0.890388,0.850521,0.868280,0.001182,0.022109,0.00048481
55,0.845103,0.892383,0.860085,0.863486,0.014982,0.028897,0.00046914
56,0.842975,0.893270,0.829573,0.876705,-0.013402,0.016565,0.00045349
57,0.836757,0.895063,0.832135,0.874863,-0.004622,0.020201,0.00043790
58,0.835832,0.895958,0.825049,0.878415,-0.010783,0.017543,0.00042236
59,0.829563,0.898575,0.825145,0.877448,-0.004418,0.021128,0.00040690
60,0.826325,0.899789,0.825044,0.878460,-0.001281,0.021329,0.00039154
61,0.822341,0.901849,0.824220,0.880051,0.001879,0.021798,0.00037628
62,0.819361,0.903023,0.817175,0.882371,-0.002186,0.020652,0.00036114
63,0.811706,0.905760,0.825320,0.878070,0.013613,0.027691,0.00034615
64,0.810426,0.906657,0.818693,0.882730,0.008267,0.023927,0.00033130
65,0.806423,0.908478,0.819523,0.882490,0.013100,0.025988,0.00031662
66,0.802974,0.909811,0.808690,0.884933,0.005716,0.024878,0.00030212
67,0.799520,0.910726,0.812695,0.885014,0.013175,0.025712,0.00028782
68,0.795447,0.912431,0.812883,0.883651,0.017436,0.028780,0.00027373
69,0.792269,0.914524,0.807702,0.886520,0.015432,0.028004,0.00025986
70,0.787861,0.916222,0.805874,0.888434,0.018014,0.027788,0.00024623
71,0.795256,0.913139,0.795820,0.890756,0.000564,0.022384,0.00023285
72,0.789773,0.915592,0.795890,0.891802,0.006116,0.023789,0.00021974
73,0.782383,0.918838,0.791168,0.892999,0.008785,0.025839,0.00020690
74,0.781884,0.918877,0.790237,0.894162,0.008352,0.024716,0.00019435
75,0.776241,0.921102,0.787197,0.896113,0.010956,0.024989,0.00018211
76,0.771319,0.922794,0.791784,0.893898,0.020465,0.028896,0.00017017
77,0.769472,0.923829,0.790706,0.894422,0.021235,0.029407,0.00015857
78,0.766447,0.925088,0.791445,0.894416,0.024999,0.030672,0.00014730
79,0.762734,0.926681,0.789219,0.895336,0.026486,0.031345,0.00013638
80,0.758276,0.928492,0.781943,0.897916,0.023667,0.030575,0.00012582
81,0.754742,0.929736,0.785212,0.898404,0.030469,0.031333,0.00011563
82,0.753775,0.930340,0.790488,0.895199,0.036713,0.035140,0.00010582
83,0.749915,0.932094,0.792950,0.895450,0.043035,0.036644,0.00009640
84,0.747588,0.933111,0.787755,0.896805,0.040167,0.036305,0.00008737
85,0.745174,0.933806,0.776779,0.901344,0.031605,0.032462,0.00007876
86,0.742700,0.934697,0.777720,0.900926,0.035020,0.033771,0.00007056
87,0.740199,0.936200,0.781623,0.899125,0.041424,0.037076,0.00006278
88,0.738767,0.936652,0.775567,0.902547,0.036800,0.034106,0.00005544
89,0.736792,0.937240,0.773062,0.904064,0.036270,0.033176,0.00004854
90,0.735378,0.938022,0.780271,0.900713,0.044893,0.037309,0.00004208
91,0.734205,0.938262,0.775461,0.903075,0.041255,0.035188,0.00003608
92,0.733134,0.938826,0.776333,0.903278,0.043198,0.035548,0.00003053
93,0.731024,0.939936,0.774392,0.903241,0.043369,0.036694,0.00002545
94,0.731257,0.940186,0.776419,0.902252,0.045162,0.037934,0.00002083
95,0.729723,0.940520,0.777312,0.902946,0.047589,0.037573,0.00001669
96,0.729242,0.940994,0.774427,0.903756,0.045184,0.037237,0.00001303
97,0.726238,0.941669,0.777496,0.903511,0.051258,0.038158,0.00000985
98,0.726763,0.941831,0.771671,0.904861,0.044908,0.036969,0.00000715
99,0.726331,0.941852,0.771711,0.904537,0.045380,0.037315,0.00000494
100,0.725566,0.942273,0.773453,0.903679,0.047887,0.038594,0.00000322
